type, ID, time, latitude, longitude,value,units,,range
First Responder Heart Rate,first_responder_11,2020-05-19 14:06:35.589692Z,37.533151,-77.43503,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:06:35.589692Z,37.533372,-77.421625,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:06:35.589692Z,37.534902,-77.426466,106,beats per minute,,HIGH
First Responder Heart Rate,first_responder_14,2020-05-19 14:06:35.589692Z,37.542735,-77.43712,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:06:35.589692Z,37.528033,-77.412974,105,beats per minute,,HIGH
First Responder Heart Rate,first_responder_16,2020-05-19 14:06:35.589692Z,37.536475,-77.41422,105,beats per minute,,HIGH
First Responder Heart Rate,first_responder_17,2020-05-19 14:06:35.589692Z,37.541078,-77.42137,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:06:35.589692Z,37.543959,-77.431755,88,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:06:35.589692Z,37.518317,-77.43095,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_20,2020-05-19 14:06:35.589692Z,37.51707,-77.439915,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:06:36.589692Z,37.544285,-77.44857,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_2,2020-05-19 14:06:36.589692Z,37.540425,-77.442235,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:06:36.589692Z,37.537095,-77.436605,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:06:36.589692Z,37.53203,-77.42838,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:06:36.589692Z,37.527973,-77.419535,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:06:36.589692Z,37.523726,-77.414415,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_7,2020-05-19 14:06:36.589692Z,37.518745,-77.410555,80,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:06:36.589692Z,37.524291,-77.434415,104,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:06:36.589692Z,37.52617,-77.444285,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_10,2020-05-19 14:06:36.589692Z,37.522589,-77.44151,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:06:36.589692Z,37.533136,-77.43501,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:06:36.589692Z,37.533382,-77.421625,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:06:36.589692Z,37.534922,-77.426486,88,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:06:36.589692Z,37.542745,-77.43712,106,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:06:36.589692Z,37.528038,-77.412974,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:06:36.589692Z,37.53647,-77.41422,105,beats per minute,,HIGH
First Responder Heart Rate,first_responder_17,2020-05-19 14:06:36.589692Z,37.541083,-77.421375,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:06:36.589692Z,37.543954,-77.431745,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:06:36.589692Z,37.518307,-77.43093,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:06:36.589692Z,37.51709,-77.439905,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:06:37.589692Z,37.54431,-77.44857,105,beats per minute,,HIGH
First Responder Heart Rate,first_responder_2,2020-05-19 14:06:37.589692Z,37.54043,-77.442225,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:06:37.589692Z,37.537085,-77.4366,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:06:37.589692Z,37.53201,-77.428375,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:06:37.589692Z,37.527963,-77.41953,120,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:06:37.589692Z,37.523711,-77.414415,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_7,2020-05-19 14:06:37.589692Z,37.518755,-77.41055,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:06:37.589692Z,37.524301,-77.43441,106,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:06:37.589692Z,37.526165,-77.44428,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_10,2020-05-19 14:06:37.589692Z,37.522589,-77.441495,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:06:37.589692Z,37.533146,-77.43501,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:06:37.589692Z,37.533387,-77.421635,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:06:37.589692Z,37.534917,-77.426486,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:06:37.589692Z,37.54273,-77.437125,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:06:37.589692Z,37.528048,-77.412969,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:06:37.589692Z,37.536475,-77.414205,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:06:37.589692Z,37.541083,-77.42138,108,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:06:37.589692Z,37.543974,-77.431765,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:06:37.589692Z,37.518317,-77.430935,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_20,2020-05-19 14:06:37.589692Z,37.51709,-77.4399,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_1,2020-05-19 14:06:38.589692Z,37.54431,-77.44855,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_2,2020-05-19 14:06:38.589692Z,37.54044,-77.44223,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:06:38.589692Z,37.5371,-77.4366,84,beats per minute,,LOW
First Responder Heart Rate,first_responder_4,2020-05-19 14:06:38.589692Z,37.53201,-77.42836,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:06:38.589692Z,37.527963,-77.41952,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:06:38.589692Z,37.523721,-77.414425,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:06:38.589692Z,37.518755,-77.410565,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:06:38.589692Z,37.524301,-77.434415,111,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:06:38.589692Z,37.526165,-77.444295,111,beats per minute,,HIGH
First Responder Heart Rate,first_responder_10,2020-05-19 14:06:38.589692Z,37.522594,-77.441495,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:06:38.589692Z,37.533146,-77.43502,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_12,2020-05-19 14:06:38.589692Z,37.533372,-77.42162,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:06:38.589692Z,37.534922,-77.426486,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:06:38.589692Z,37.542745,-77.43711,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:06:38.589692Z,37.528033,-77.412974,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:06:38.589692Z,37.53647,-77.41422,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:06:38.589692Z,37.541068,-77.42137,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:06:38.589692Z,37.543974,-77.431765,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:06:38.589692Z,37.518302,-77.430935,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_20,2020-05-19 14:06:38.589692Z,37.51708,-77.439915,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_1,2020-05-19 14:06:39.589692Z,37.5443,-77.448545,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:06:39.589692Z,37.54043,-77.44224,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:06:39.589692Z,37.537095,-77.43661,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:06:39.589692Z,37.53201,-77.42838,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:06:39.589692Z,37.527983,-77.419525,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_6,2020-05-19 14:06:39.589692Z,37.523726,-77.41442,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:06:39.589692Z,37.518745,-77.410555,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:06:39.589692Z,37.524296,-77.43441,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:06:39.589692Z,37.52617,-77.4443,85,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:06:39.589692Z,37.522594,-77.44151,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:06:39.589692Z,37.533151,-77.43502,111,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:06:39.589692Z,37.533387,-77.42164,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:06:39.589692Z,37.534922,-77.426481,120,beats per minute,,HIGH
First Responder Heart Rate,first_responder_14,2020-05-19 14:06:39.589692Z,37.542735,-77.437125,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:06:39.589692Z,37.528048,-77.412964,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:06:39.589692Z,37.53648,-77.41422,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_17,2020-05-19 14:06:39.589692Z,37.541063,-77.42137,105,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:06:39.589692Z,37.543974,-77.431765,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:06:39.589692Z,37.518302,-77.430935,98,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:06:39.589692Z,37.51709,-77.439905,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:06:40.589692Z,37.544295,-77.448565,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:06:40.589692Z,37.540425,-77.44223,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_3,2020-05-19 14:06:40.589692Z,37.537085,-77.436605,117,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:06:40.589692Z,37.53201,-77.42837,118,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:06:40.589692Z,37.527968,-77.419525,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:06:40.589692Z,37.523711,-77.41442,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:06:40.589692Z,37.51874,-77.41056,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:06:40.589692Z,37.524291,-77.43443,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:06:40.589692Z,37.526175,-77.444285,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:06:40.589692Z,37.522604,-77.4415,97,beats per minute,,LOW
First Responder Heart Rate,first_responder_11,2020-05-19 14:06:40.589692Z,37.533136,-77.43503,120,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:06:40.589692Z,37.533372,-77.42164,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:06:40.589692Z,37.534917,-77.426486,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:06:40.589692Z,37.542735,-77.437125,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_15,2020-05-19 14:06:40.589692Z,37.528043,-77.412959,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_16,2020-05-19 14:06:40.589692Z,37.53648,-77.4142,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_17,2020-05-19 14:06:40.589692Z,37.541083,-77.421375,117,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:06:40.589692Z,37.543959,-77.431755,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:06:40.589692Z,37.518307,-77.43093,117,beats per minute,,HIGH
First Responder Heart Rate,first_responder_20,2020-05-19 14:06:40.589692Z,37.51709,-77.439905,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:06:41.589692Z,37.54431,-77.448565,97,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:06:41.589692Z,37.540435,-77.44224,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_3,2020-05-19 14:06:41.589692Z,37.53708,-77.436615,88,beats per minute,,LOW
First Responder Heart Rate,first_responder_4,2020-05-19 14:06:41.589692Z,37.532025,-77.42837,87,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:06:41.589692Z,37.527963,-77.419535,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_6,2020-05-19 14:06:41.589692Z,37.523721,-77.414415,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:06:41.589692Z,37.518745,-77.410565,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:06:41.589692Z,37.524296,-77.434415,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:06:41.589692Z,37.52618,-77.44429,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:06:41.589692Z,37.522599,-77.44151,111,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:06:41.589692Z,37.533156,-77.43503,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_12,2020-05-19 14:06:41.589692Z,37.533372,-77.42163,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_13,2020-05-19 14:06:41.589692Z,37.534902,-77.426466,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_14,2020-05-19 14:06:41.589692Z,37.542745,-77.43712,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:06:41.589692Z,37.528048,-77.412954,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:06:41.589692Z,37.53647,-77.41422,118,beats per minute,,HIGH
First Responder Heart Rate,first_responder_17,2020-05-19 14:06:41.589692Z,37.541083,-77.42138,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:06:41.589692Z,37.543954,-77.431755,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:06:41.589692Z,37.518307,-77.43093,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_20,2020-05-19 14:06:41.589692Z,37.517075,-77.439905,118,beats per minute,,HIGH
First Responder Heart Rate,first_responder_1,2020-05-19 14:06:42.589692Z,37.54432,-77.448555,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:06:42.589692Z,37.540435,-77.44224,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_3,2020-05-19 14:06:42.589692Z,37.537095,-77.43662,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_4,2020-05-19 14:06:42.589692Z,37.53201,-77.42836,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:06:42.589692Z,37.527968,-77.419525,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:06:42.589692Z,37.523721,-77.41441,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_7,2020-05-19 14:06:42.589692Z,37.51876,-77.41055,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:06:42.589692Z,37.524286,-77.43442,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:06:42.589692Z,37.52616,-77.44428,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:06:42.589692Z,37.522594,-77.441495,87,beats per minute,,LOW
First Responder Heart Rate,first_responder_11,2020-05-19 14:06:42.589692Z,37.533136,-77.435015,88,beats per minute,,LOW
First Responder Heart Rate,first_responder_12,2020-05-19 14:06:42.589692Z,37.533382,-77.42164,88,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:06:42.589692Z,37.534922,-77.426486,118,beats per minute,,HIGH
First Responder Heart Rate,first_responder_14,2020-05-19 14:06:42.589692Z,37.54275,-77.43712,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_15,2020-05-19 14:06:42.589692Z,37.528033,-77.412974,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_16,2020-05-19 14:06:42.589692Z,37.536475,-77.414205,116,beats per minute,,HIGH
